alpha	x	y	density	level	piece
0.1	0.578053259871442	0.265840220385675	4.55037177450545e-11	1	1
0.1	0.587235996326905	0.265840220385675	1.35615269565339e-11	1	1
0.1	0.596418732782369	0.265840220385675	3.86340772706548e-12	1	1
0.1	0.605601469237833	0.265840220385675	1.05708159802277e-12	1	1
0.1	0.614784205693297	0.265840220385675	2.78569456703591e-13	1	1
0.1	0.62396694214876	0.265840220385675	7.07061155661866e-14	1	1
0.1	0.633149678604224	0.265840220385675	1.72377805796112e-14	1	1
0.1	0.642332415059688	0.265840220385675	4.01716584698485e-15	1	1
0.1	0.651515151515152	0.265840220385675	8.89769490884164e-16	1	1
0.1	0.660697887970615	0.265840220385675	1.86247343597538e-16	1	1
0.1	0.669880624426079	0.265840220385675	3.6660853511651e-17	1	1
0.1	0.679063360881543	0.265840220385675	6.75903352055828e-18	1	1
0.1	0.688246097337006	0.265840220385675	1.16368160896084e-18	1	1
0.1	0.69742883379247	0.265840220385675	1.86694877526024e-19	1	1
0.1	0.706611570247934	0.265840220385675	2.78741337762046e-20	1	1
0.1	0.715794306703398	0.265840220385675	3.87094732983683e-21	1	1
0.1	0.724977043158861	0.265840220385675	5.00342910013891e-22	1	1
0.1	0.734159779614325	0.265840220385675	6.03756474669809e-23	1	1
0.1	0.743342516069789	0.265840220385675	6.85930244210016e-24	1	1
0.1	0.752525252525253	0.265840220385675	7.49363059111955e-25	1	1
0.1	0.761707988980716	0.265840220385675	8.24835154535251e-26	1	1
0.1	0.77089072543618	0.265840220385675	1.01347104049055e-26	1	1
0.1	0.780073461891644	0.265840220385675	2.64294347040036e-27	1	1
0.1	0.789256198347107	0.265840220385675	5.45039621349263e-27	1	1
0.1	0.798438934802571	0.265840220385675	1.98801071569378e-26	1	1
0.1	0.807621671258035	0.265840220385675	6.97228282235429e-26	1	1
0.1	0.816804407713499	0.265840220385675	2.2697674579755e-25	1	1
0.1	0.825987144168962	0.265840220385675	6.84775761774965e-25	1	1
0.1	0.835169880624426	0.265840220385675	1.91444707338144e-24	1	1
0.1	0.84435261707989	0.265840220385675	4.95980638205181e-24	1	1
0.1	0.853535353535354	0.265840220385675	1.1907274809692e-23	1	1
0.1	0.862718089990817	0.265840220385675	2.6490266157804e-23	1	1
0.1	0.871900826446281	0.265840220385675	5.46118083853527e-23	1	1
0.1	0.881083562901745	0.265840220385675	1.04330931432506e-22	1	1
0.1	0.890266299357208	0.265840220385675	1.84699577703215e-22	1	1
0.1	0.899449035812672	0.265840220385675	3.03001662414351e-22	1	1
0.1	0.908631772268136	0.265840220385675	4.60628081983993e-22	1	1
0.1	0.9178145087236	0.265840220385675	6.48906466021036e-22	1	1
0.1	0.926997245179063	0.265840220385675	8.47110536025971e-22	1	1
0.1	0.936179981634527	0.265840220385675	1.02476516976714e-21	1	1
0.1	0.945362718089991	0.265840220385675	1.14877485130579e-21	1	1
0.1	0.954545454545455	0.265840220385675	1.19336081702657e-21	1	1
0.1	0.0454545454545455	0.275022956841139	2.11045778908686e-08	1	1
0.1	0.0546372819100092	0.275022956841139	4.37002878396412e-08	1	1
0.1	0.0638200183654729	0.275022956841139	8.86849874546432e-08	1	1
0.1	0.0730027548209366	0.275022956841139	1.76344805903825e-07	1	1
0.1	0.0821854912764004	0.275022956841139	3.42233009564997e-07	1	1
0.1018	0.0913682277318641	0.275022956841139	6.4412014184582e-07	1	1
0.1018	0.100550964187328	0.275022956841139	1.16768690519436e-06	1	1
0.1036	0.109733700642792	0.275022956841139	2.02761225265631e-06	1	1
0.1054	0.118916437098255	0.275022956841139	3.36175931785317e-06	1	1
0.109	0.128099173553719	0.275022956841139	5.32053888386214e-06	1	1
0.1144	0.137281910009183	0.275022956841139	8.05993841955574e-06	1	1
0.1216	0.146464646464646	0.275022956841139	1.17501807589604e-05	1	1
0.1306	0.15564738292011	0.275022956841139	1.66059908603871e-05	1	1
0.1414	0.164830119375574	0.275022956841139	2.29266277986927e-05	1	1
0.1558	0.174012855831038	0.275022956841139	3.11115339639774e-05	1	1
0.1738	0.183195592286501	0.275022956841139	4.16070128607822e-05	1	1
0.199	0.192378328741965	0.275022956841139	5.47564055918224e-05	1	1
0.226	0.201561065197429	0.275022956841139	7.05724135181226e-05	1	1
0.2584	0.210743801652893	0.275022956841139	8.85068243955353e-05	1	1
0.2926	0.219926538108356	0.275022956841139	0.000107328274427125	1	1
0.325	0.22910927456382	0.275022956841139	0.000125205458442008	1	1
0.3502	0.238292011019284	0.275022956841139	0.000140025152507371	1	1
0.3682	0.247474747474748	0.275022956841139	0.000149873945419749	1	1
0.3754	0.256657483930211	0.275022956841139	0.00015352511073213	1	1
0.37	0.265840220385675	0.275022956841139	0.000150746792477091	1	1
0.3556	0.275022956841139	0.275022956841139	0.000142309406160863	1	1
0.3322	0.284205693296602	0.275022956841139	0.00012969697397924	1	1
0.3052	0.293388429752066	0.275022956841139	0.000114654541876695	1	1
0.2764	0.30257116620753	0.275022956841139	9.87615449963766e-05	1	1
0.2494	0.311753902662994	0.275022956841139	8.31798260893227e-05	1	1
0.2224	0.320936639118457	0.275022956841139	6.86170808676821e-05	1	1
0.199	0.330119375573921	0.275022956841139	5.5440807351502e-05	1	1
0.1792	0.339302112029385	0.275022956841139	4.38313852427483e-05	1	1
0.1612	0.348484848484849	0.275022956841139	3.38864560253158e-05	1	1
0.1468	0.357667584940312	0.275022956841139	2.56498341407177e-05	1	1
0.1342	0.366850321395776	0.275022956841139	1.9091637090622e-05	1	1
0.1252	0.37603305785124	0.275022956841139	1.40850621653711e-05	1	1
0.118	0.385215794306703	0.275022956841139	1.04107634894835e-05	1	1
0.1144	0.394398530762167	0.275022956841139	7.79215134608666e-06	1	1
0.1108	0.403581267217631	0.275022956841139	5.94478769006136e-06	1	1
0.109	0.412764003673095	0.275022956841139	4.61923918437151e-06	1	1
0.1072	0.421946740128558	0.275022956841139	3.62526921799396e-06	1	1
0.1054	0.431129476584022	0.275022956841139	2.83647056911755e-06	1	1
0.1036	0.440312213039486	0.275022956841139	2.18126169761535e-06	1	1
0.1036	0.44949494949495	0.275022956841139	1.62738715545919e-06	1	1
0.1018	0.458677685950413	0.275022956841139	1.16534169555545e-06	1	1
0.1018	0.467860422405877	0.275022956841139	7.94182974969048e-07	1	1
0.1018	0.477043158861341	0.275022956841139	5.11801292724123e-07	1	1
0.1	0.486225895316804	0.275022956841139	3.10414897858871e-07	1	1
0.1	0.495408631772268	0.275022956841139	1.76605169684378e-07	1	1
0.1	0.504591368227732	0.275022956841139	9.4050718507732e-08	1	1
0.1	0.513774104683196	0.275022956841139	4.68335194088379e-08	1	1
0.1	0.522956841138659	0.275022956841139	2.18052295071303e-08	1	1
0.1	0.532139577594123	0.275022956841139	9.50140675697108e-09	1	1
0.1	0.541322314049587	0.275022956841139	3.88258774373844e-09	1	1
0.1	0.55050505050505	0.275022956841139	1.49259198113251e-09	1	1
0.1	0.559687786960514	0.275022956841139	5.42148451642929e-10	1	1
0.1	0.568870523415978	0.275022956841139	1.87031519977901e-10	1	1
0.1	0.578053259871442	0.275022956841139	6.16220014107469e-11	1	1
0.1	0.587235996326905	0.275022956841139	1.94857566119745e-11	1	1
0.1	0.596418732782369	0.275022956841139	5.93248997333199e-12	1	1
0.1	0.605601469237833	0.275022956841139	1.7399435012287e-12	1	1
0.1	0.614784205693297	0.275022956841139	4.90492684870082e-13	1	1
0.1	0.62396694214876	0.275022956841139	1.32309043121635e-13	1	1
0.1	0.633149678604224	0.275022956841139	3.3959844191981e-14	1	1
0.1	0.642332415059688	0.275022956841139	8.24657545238797e-15	1	1
0.1	0.651515151515152	0.275022956841139	1.88490829390345e-15	1	1
0.1	0.660697887970615	0.275022956841139	4.03831113028447e-16	1	1
0.1	0.669880624426079	0.275022956841139	8.08376631009723e-17	1	1
0.1	0.679063360881543	0.275022956841139	1.50843597789299e-17	1	1
0.1	0.688246097337006	0.275022956841139	2.61974028536589e-18	1	1
0.1	0.69742883379247	0.275022956841139	4.23071205804106e-19	1	1
0.1	0.706611570247934	0.275022956841139	6.35198074511496e-20	1	1
0.1	0.715794306703398	0.275022956841139	8.87445371426478e-21	1	1
0.1	0.724977043158861	0.275022956841139	1.15744892168669e-21	1	1
0.1	0.734159779614325	0.275022956841139	1.42139236825488e-22	1	1
0.1	0.743342516069789	0.275022956841139	1.67839221515661e-23	1	1
0.1	0.752525252525253	0.275022956841139	1.99419198028137e-24	1	1
0.1	0.761707988980716	0.275022956841139	2.57227029303882e-25	1	1
0.1	0.77089072543618	0.275022956841139	4.01373065553838e-26	1	1
0.1	0.780073461891644	0.275022956841139	1.47317808325312e-26	1	1
0.1	0.789256198347107	0.275022956841139	3.47281064626134e-26	1	1
0.1	0.798438934802571	0.275022956841139	1.27383954156535e-25	1	1
0.1	0.807621671258035	0.275022956841139	4.46825943516956e-25	1	1
0.1	0.816804407713499	0.275022956841139	1.45461145803065e-24	1	1
0.1	0.825987144168962	0.275022956841139	4.38847986450369e-24	1	1
0.1	0.835169880624426	0.275022956841139	1.22689980902386e-23	1	1
0.1	0.84435261707989	0.275022956841139	3.17856032184602e-23	1	1
0.1	0.853535353535354	0.275022956841139	7.63094127811465e-23	1	1
0.1	0.862718089990817	0.275022956841139	1.69766524013973e-22	1	1
0.1	0.871900826446281	0.275022956841139	3.49987305694461e-22	1	1
0.1	0.881083562901745	0.275022956841139	6.68619162636077e-22	1	1
0.1	0.890266299357208	0.275022956841139	1.18367271611154e-21	1	1
0.1	0.899449035812672	0.275022956841139	1.9418279413319e-21	1	1
0.1	0.908631772268136	0.275022956841139	2.95199858981459e-21	1	1
0.1	0.9178145087236	0.275022956841139	4.15860657987898e-21	1	1
0.1	0.926997245179063	0.275022956841139	5.42882469734584e-21	1	1
0.1	0.936179981634527	0.275022956841139	6.56734891849002e-21	1	1
0.1	0.945362718089991	0.275022956841139	7.36208206512905e-21	1	1
0.1	0.954545454545455	0.275022956841139	7.64781737541747e-21	1	1
0.1	0.0454545454545455	0.284205693296602	1.20234775191949e-08	1	1
0.1	0.0546372819100092	0.284205693296602	2.60387819152945e-08	1	1
0.1	0.0638200183654729	0.284205693296602	5.52340676845835e-08	1	1
0.1	0.0730027548209366	0.284205693296602	1.14378972933675e-07	1	1
0.1	0.0821854912764004	0.284205693296602	2.29796323545424e-07	1	1
0.1	0.0913682277318641	0.284205693296602	4.44724136181375e-07	1	1
0.1018	0.100550964187328	0.284205693296602	8.23910044000479e-07	1	1
0.1018	0.109733700642792	0.284205693296602	1.45523602068098e-06	1	1
0.1036	0.118916437098255	0.284205693296602	2.44717987952783e-06	1	1
0.1072	0.128099173553719	0.284205693296602	3.92431139085077e-06	1	1
0.1108	0.137281910009183	0.284205693296602	6.0276144516931e-06	1	1
0.1162	0.146464646464646	0.284205693296602	8.92832084992964e-06	1	1
0.1234	0.15564738292011	0.284205693296602	1.28581983595846e-05	1	1
0.1324	0.164830119375574	0.284205693296602	1.81442578738456e-05	1	1
0.145	0.174012855831038	0.284205693296602	2.52176220247571e-05	1	1
0.1612	0.183195592286501	0.284205693296602	3.45579598581045e-05	1	1
0.1828	0.192378328741965	0.284205693296602	4.65494263524651e-05	1	1
0.2098	0.201561065197429	0.284205693296602	6.12638676992145e-05	1	1
0.2404	0.210743801652893	0.284205693296602	7.82380471606619e-05	1	1
0.2728	0.219926538108356	0.284205693296602	9.63470865690595e-05	1	1
0.3034	0.22910927456382	0.284205693296602	0.000113869613668261	1	1
0.3304	0.238292011019284	0.284205693296602	0.000128780388384303	1	1
0.3502	0.247474747474748	0.284205693296602	0.000139209623103951	1	1
0.3574	0.256657483930211	0.284205693296602	0.000143917887394648	1	1
0.3556	0.265840220385675	0.284205693296602	0.000142603964337486	1	1
0.343	0.275022956841139	0.284205693296602	0.000135920561744559	1	1
0.325	0.284205693296602	0.284205693296602	0.000125199807326369	1	1
0.3016	0.293388429752066	0.284205693296602	0.000112020040560398	1	1
0.2746	0.30257116620753	0.284205693296602	9.78032611615558e-05	1	1
0.2494	0.311753902662994	0.284205693296602	8.35884307566412e-05	1	1
0.226	0.320936639118457	0.284205693296602	7.00145448491563e-05	1	1
0.2026	0.330119375573921	0.284205693296602	5.74416826851506e-05	1	1
0.1828	0.339302112029385	0.284205693296602	4.60960870336083e-05	1	1
0.1648	0.348484848484849	0.284205693296602	3.61549518654758e-05	1	1
0.1504	0.357667584940312	0.284205693296602	2.77518103129039e-05	1	1
0.1378	0.366850321395776	0.284205693296602	2.09370509160433e-05	1	1
0.1288	0.37603305785124	0.284205693296602	1.56436598987279e-05	1	1
0.1216	0.385215794306703	0.284205693296602	1.16895511517372e-05	1	1
0.1162	0.394398530762167	0.284205693296602	8.81702908104854e-06	1	1
0.1126	0.403581267217631	0.284205693296602	6.74869222712268e-06	1	1
0.109	0.412764003673095	0.284205693296602	5.23605138075184e-06	1	1
0.1072	0.421946740128558	0.284205693296602	4.08733219893795e-06	1	1
0.1054	0.431129476584022	0.284205693296602	3.17367602910444e-06	1	1
0.1036	0.440312213039486	0.284205693296602	2.42052774770088e-06	1	1
0.1036	0.44949494949495	0.284205693296602	1.79218949423476e-06	1	1
0.1018	0.458677685950413	0.284205693296602	1.27538330421752e-06	1	1
0.1018	0.467860422405877	0.284205693296602	8.65330815996963e-07	1	1
0.1018	0.477043158861341	0.284205693296602	5.56306285201854e-07	1	1
0.1	0.486225895316804	0.284205693296602	3.37340528449761e-07	1	1
0.1	0.495408631772268	0.284205693296602	1.92367664524585e-07	1	1
0.1	0.504591368227732	0.284205693296602	1.02989339146736e-07	1	1
0.1	0.513774104683196	0.284205693296602	5.1750157370208e-08	1	1
0.1	0.522956841138659	0.284205693296602	2.44300530674692e-08	1	1
0.1	0.532139577594123	0.284205693296602	1.08602893618972e-08	1	1
0.1	0.541322314049587	0.284205693296602	4.56280639072092e-09	1	1
0.1	0.55050505050505	0.284205693296602	1.82024926012572e-09	1	1
0.1	0.559687786960514	0.284205693296602	6.93123536295201e-10	1	1
0.1	0.568870523415978	0.284205693296602	2.53160399538881e-10	1	1
0.1	0.578053259871442	0.284205693296602	8.899733007405e-11	1	1
0.1	0.587235996326905	0.284205693296602	3.01435978353185e-11	1	1
0.1	0.596418732782369	0.284205693296602	9.81947493722854e-12	1	1
0.1	0.605601469237833	0.284205693296602	3.06394296692598e-12	1	1
0.1	0.614784205693297	0.284205693296602	9.10767070559573e-13	1	1
0.1	0.62396694214876	0.284205693296602	2.56433099273348e-13	1	1
0.1	0.633149678604224	0.284205693296602	6.80295749922368e-14	1	1
0.1	0.642332415059688	0.284205693296602	1.69308798350593e-14	1	1
0.1	0.651515151515152	0.284205693296602	3.9395348170088e-15	1	1
0.1	0.660697887970615	0.284205693296602	8.54886030324498e-16	1	1
0.1	0.669880624426079	0.284205693296602	1.72706876142542e-16	1	1
0.1	0.679063360881543	0.284205693296602	3.24458011381721e-17	1	1
0.1	0.688246097337006	0.284205693296602	5.66508188880394e-18	1	1
0.1	0.69742883379247	0.284205693296602	9.19354390720012e-19	1	1
0.1	0.706611570247934	0.284205693296602	1.38827941162621e-19	1	1
0.1	0.715794306703398	0.284205693296602	1.95727520547813e-20	1	1
0.1	0.724977043158861	0.284205693296602	2.59877874421426e-21	1	1
0.1	0.734159779614325	0.284205693296602	3.31801531568766e-22	1	1
0.1	0.743342516069789	0.284205693296602	4.25969294398314e-23	1	1
0.1	0.752525252525253	0.284205693296602	5.91672143047547e-24	1	1
0.1	0.761707988980716	0.284205693296602	9.50807348857318e-25	1	1
0.1	0.77089072543618	0.284205693296602	1.85252809151465e-25	1	1
0.1	0.780073461891644	0.284205693296602	8.38798055434621e-26	1	1
0.1	0.789256198347107	0.284205693296602	2.10865801658071e-25	1	1
0.1	0.798438934802571	0.284205693296602	7.75725677402223e-25	1	1
0.1	0.807621671258035	0.284205693296602	2.721293621858e-24	1	1
0.1	0.816804407713499	0.284205693296602	8.85902215289559e-24	1	1
0.1	0.825987144168962	0.284205693296602	2.67271698328211e-23	1	1
0.1	0.835169880624426	0.284205693296602	7.47219102391828e-23	1	1
0.1	0.84435261707989	0.284205693296602	1.93583940118376e-22	1	1
0.1	0.853535353535354	0.284205693296602	4.64747410740672e-22	1	1
0.1	0.862718089990817	0.284205693296602	1.03392949297488e-21	1	1
0.1	0.871900826446281	0.284205693296602	2.1315285780049e-21	1	1
0.1	0.881083562901745	0.284205693296602	4.07209298672305e-21	1	1
0.1	0.890266299357208	0.284205693296602	7.20892495340686e-21	1	1
0.1	0.899449035812672	0.284205693296602	1.18263196498069e-20	1	1
0.1	0.908631772268136	0.284205693296602	1.79785645194604e-20	1	1
0.1	0.9178145087236	0.284205693296602	2.53271722301543e-20	1	1
0.1	0.926997245179063	0.284205693296602	3.30631848615492e-20	1	1
0.1	0.936179981634527	0.284205693296602	3.99971418212288e-20	1	1
0.1	0.945362718089991	0.284205693296602	4.48373071254747e-20	1	1
0.1	0.954545454545455	0.284205693296602	4.6577521612444e-20	1	1
0.1	0.0454545454545455	0.293388429752066	7.09526725907694e-09	1	1
0.1	0.0546372819100092	0.293388429752066	1.61512043443865e-08	1	1
0.1	0.0638200183654729	0.293388429752066	3.58711047762112e-08	1	1
0.1	0.0730027548209366	0.293388429752066	7.72442917948779e-08	1	1
0.1	0.0821854912764004	0.293388429752066	1.60082793067036e-07	1	1
0.1	0.0913682277318641	0.293388429752066	3.17150572366639e-07	1	1
0.1018	0.100550964187328	0.293388429752066	5.97810545350158e-07	1	1
0.1018	0.109733700642792	0.293388429752066	1.06974527457728e-06	1	1
0.1036	0.118916437098255	0.293388429752066	1.81825918212468e-06	1	1
0.1054	0.128099173553719	0.293388429752066	2.94537338123542e-06	1	1
0.109	0.137281910009183	0.293388429752066	4.57432433055779e-06	1	1
0.1126	0.146464646464646	0.293388429752066	6.86604948589173e-06	1	1
0.118	0.15564738292011	0.293388429752066	1.0048944248922e-05	1	1
0.1252	0.164830119375574	0.293388429752066	1.44504392090894e-05	1	1
0.136	0.174012855831038	0.293388429752066	2.05036160737107e-05	1	1
0.1522	0.183195592286501	0.293388429752066	2.86948280586038e-05	1	1
0.1702	0.192378328741965	0.293388429752066	3.94302019854742e-05	1	1
0.1954	0.201561065197429	0.293388429752066	5.28331897459577e-05	1	1
0.2224	0.210743801652893	0.293388429752066	6.85315969285304e-05	1	1
0.253	0.219926538108356	0.293388429752066	8.55280088677465e-05	1	1
0.2836	0.22910927456382	0.293388429752066	0.000102246422878385	1	1
0.3088	0.238292011019284	0.293388429752066	0.000116795799248965	1	1
0.3286	0.247474747474748	0.293388429752066	0.000127399332029868	1	1
0.3376	0.256657483930211	0.293388429752066	0.000132847238825605	1	1
0.3376	0.265840220385675	0.293388429752066	0.00013279518852064	1	1
0.3286	0.275022956841139	0.293388429752066	0.000127784036269942	1	1
0.3142	0.284205693296602	0.293388429752066	0.000118981591884461	1	1
0.2926	0.293388429752066	0.293388429752066	0.000107775704074922	1	1
0.271	0.30257116620753	0.293388429752066	9.54038643955724e-05	1	1
0.2476	0.311753902662994	0.293388429752066	8.27576349576871e-05	1	1
0.226	0.320936639118457	0.293388429752066	7.03876180904244e-05	1	1
0.2044	0.330119375573921	0.293388429752066	5.86311679873303e-05	1	1
0.1864	0.339302112029385	0.293388429752066	4.77481960295284e-05	1	1
0.1684	0.348484848484849	0.293388429752066	3.79857108632695e-05	1	1
0.1522	0.357667584940312	0.293388429752066	2.95599863831739e-05	1	1
0.1414	0.366850321395776	0.293388429752066	2.25981782800452e-05	1	1
0.1306	0.37603305785124	0.293388429752066	1.70934159238564e-05	1	1
0.1234	0.385215794306703	0.293388429752066	1.29047517774386e-05	1	1
0.118	0.394398530762167	0.293388429752066	9.79981063644073e-06	1	1
0.1126	0.403581267217631	0.293388429752066	7.51589690821713e-06	1	1
0.1108	0.412764003673095	0.293388429752066	5.81305393986798e-06	1	1
0.1072	0.421946740128558	0.293388429752066	4.50434311407651e-06	1	1
0.1054	0.431129476584022	0.293388429752066	3.46282272343724e-06	1	1
0.1054	0.440312213039486	0.293388429752066	2.61301642174232e-06	1	1
0.1036	0.44949494949495	0.293388429752066	1.91575270360508e-06	1	1
0.1018	0.458677685950413	0.293388429752066	1.3525505240039e-06	1	1
0.1018	0.467860422405877	0.293388429752066	9.12847733835158e-07	1	1
0.1018	0.477043158861341	0.293388429752066	5.85604383370184e-07	1	1
0.1	0.486225895316804	0.293388429752066	3.55648077875492e-07	1	1
0.1	0.495408631772268	0.293388429752066	2.03990365404158e-07	1	1
0.1	0.504591368227732	0.293388429752066	1.10419172404978e-07	1	1
0.1	0.513774104683196	0.293388429752066	5.64547073301883e-08	1	1
0.1	0.522956841138659	0.293388429752066	2.73290066868232e-08	1	1
0.1	0.532139577594123	0.293388429752066	1.25730121772581e-08	1	1
0.1	0.541322314049587	0.293388429752066	5.52246882937669e-09	1	1
0.1	0.55050505050505	0.293388429752066	2.32642739354954e-09	1	1
0.1	0.559687786960514	0.293388429752066	9.43216367540363e-10	1	1
0.1	0.568870523415978	0.293388429752066	3.68532200595327e-10	1	1
0.1	0.578053259871442	0.293388429752066	1.38583005235964e-10	1	1
0.1	0.587235996326905	0.293388429752066	4.99694109177686e-11	1	1
0.1	0.596418732782369	0.293388429752066	1.71863252805511e-11	1	1
0.1	0.605601469237833	0.293388429752066	5.60608237491355e-12	1	1
0.1	0.614784205693297	0.293388429752066	1.72503335364419e-12	1	1
0.1	0.62396694214876	0.293388429752066	4.98442943215782e-13	1	1
0.1	0.633149678604224	0.293388429752066	1.34756431330424e-13	1	1
0.1	0.642332415059688	0.293388429752066	3.39961964927279e-14	1	1
0.1	0.651515151515152	0.293388429752066	7.98772397031561e-15	1	1
0.1	0.660697887970615	0.293388429752066	1.74567520447211e-15	1	1
0.1	0.669880624426079	0.293388429752066	3.54576920887862e-16	1	1
0.1	0.679063360881543	0.293388429752066	6.69162741147829e-17	1	1
0.1	0.688246097337006	0.293388429752066	1.17368722650826e-17	1	1
0.1	0.69742883379247	0.293388429752066	1.91576550218487e-18	1	1
0.1	0.706611570247934	0.293388429752066	2.92034979880777e-19	1	1
0.1	0.715794306703398	0.293388429752066	4.19396825101665e-20	1	1
0.1	0.724977043158861	0.293388429752066	5.79265928564531e-21	1	1
0.1	0.734159779614325	0.293388429752066	8.03918005138941e-22	1	1
0.1	0.743342516069789	0.293388429752066	1.20414837377334e-22	1	1
0.1	0.752525252525253	0.293388429752066	2.07544556978761e-23	1	1
0.1	0.761707988980716	0.293388429752066	4.10000586661415e-24	1	1
0.1	0.77089072543618	0.293388429752066	9.22585914785867e-25	1	1
0.1	0.780073461891644	0.293388429752066	4.67846132875315e-25	1	1
0.1	0.789256198347107	0.293388429752066	1.21803927029767e-24	1	1
0.1	0.798438934802571	0.293388429752066	4.48936151893371e-24	1	1
0.1	0.807621671258035	0.293388429752066	1.57501897638223e-23	1	1
0.1	0.816804407713499	0.293388429752066	5.12740603705622e-23	1	1
0.1	0.825987144168962	0.293388429752066	1.5469097237729e-22	1	1
0.1	0.835169880624426	0.293388429752066	4.32473962667288e-22	1	1
0.1	0.84435261707989	0.293388429752066	1.12042121859657e-21	1	1
0.1	0.853535353535354	0.293388429752066	2.68985567694229e-21	1	1
0.1	0.862718089990817	0.293388429752066	5.98415623619523e-21	1	1
0.1	0.871900826446281	0.293388429752066	1.23368180512933e-20	1	1
0.1	0.881083562901745	0.293388429752066	2.35683775406713e-20	1	1
0.1	0.890266299357208	0.293388429752066	4.17236702399042e-20	1	1
0.1	0.899449035812672	0.293388429752066	6.84481340018735e-20	1	1
0.1	0.908631772268136	0.293388429752066	1.0405597259579e-19	1	1
0.1	0.9178145087236	0.293388429752066	1.46588095877016e-19	1	1
0.1	0.926997245179063	0.293388429752066	1.91362433533495e-19	1	1
0.1	0.936179981634527	0.293388429752066	2.31494649573091e-19	1	1
0.1	0.945362718089991	0.293388429752066	2.59508460559644e-19	1	1
0.1	0.954545454545455	0.293388429752066	2.69580438818579e-19	1	1
0.1	0.0454545454545455	0.30257116620753	4.41159284705884e-09	1	1
0.1	0.0546372819100092	0.30257116620753	1.05719453934191e-08	1	1
0.1	0.0638200183654729	0.30257116620753	2.45212568750331e-08	1	1
0.1	0.0730027548209366	0.30257116620753	5.46280076621073e-08	1	1
0.1	0.0821854912764004	0.30257116620753	1.16076769986771e-07	1	1
0.1	0.0913682277318641	0.30257116620753	2.34050335694155e-07	1	1
0.1	0.100550964187328	0.30257116620753	4.46584000132788e-07	1	1
0.1018	0.109733700642792	0.30257116620753	8.06139813752463e-07	1	1
0.1018	0.118916437098255	0.30257116620753	1.37983596163925e-06	1	1
0.1036	0.128099173553719	0.30257116620753	2.25048286441089e-06	1	1
0.1072	0.137281910009183	0.30257116620753	3.52319343853964e-06	1	1
0.109	0.146464646464646	0.30257116620753	5.34280244897297e-06	1	1
0.1144	0.15564738292011	0.30257116620753	7.9225713365779e-06	1	1
0.1216	0.164830119375574	0.30257116620753	1.15737354635686e-05	1	1
0.1306	0.174012855831038	0.30257116620753	1.67122516724557e-05	1	1
0.1432	0.183195592286501	0.30257116620753	2.38123914866273e-05	1	1
0.1594	0.192378328741965	0.30257116620753	3.3286251901274e-05	1	1
0.181	0.201561065197429	0.30257116620753	4.52977129873541e-05	1	1
0.2062	0.210743801652893	0.30257116620753	5.95614202833455e-05	1	1
0.235	0.219926538108356	0.30257116620753	7.52125659252664e-05	1	1
0.262	0.22910927456382	0.30257116620753	9.08366485919969e-05	1	1
0.2872	0.238292011019284	0.30257116620753	0.000104703170525784	1	1
0.307	0.247474747474748	0.30257116620753	0.000115160599034862	1	1
0.3178	0.256657483930211	0.30257116620753	0.000121060178254995	1	1
0.3196	0.265840220385675	0.30257116620753	0.000122038203213138	1	1
0.3124	0.275022956841139	0.30257116620753	0.000118536154462038	1	1
0.2998	0.284205693296602	0.30257116620753	0.000111559416940309	1	1
0.2836	0.293388429752066	0.30257116620753	0.000102300345278588	1	1
0.2638	0.30257116620753	0.30257116620753	9.18040200292233e-05	1	1
0.244	0.311753902662994	0.30257116620753	8.08059341945974e-05	1	1
0.2242	0.320936639118457	0.30257116620753	6.97587727104023e-05	1	1
0.2062	0.330119375573921	0.30257116620753	5.89657449442127e-05	1	1
0.1882	0.339302112029385	0.30257116620753	4.87067651155551e-05	1	1
0.1702	0.348484848484849	0.30257116620753	3.92838939054416e-05	1	1
0.1558	0.357667584940312	0.30257116620753	3.09825494146332e-05	1	1
0.1432	0.366850321395776	0.30257116620753	2.39965277479595e-05	1	1
0.1324	0.37603305785124	0.30257116620753	1.8373830422105e-05	1	1
0.1252	0.385215794306703	0.30257116620753	1.40143508891015e-05	1	1
0.1198	0.394398530762167	0.30257116620753	1.07147923132385e-05	1	1
0.1144	0.403581267217631	0.30257116620753	8.23350282974637e-06	1	1
0.1108	0.412764003673095	0.30257116620753	6.34636091730722e-06	1	1
0.109	0.421946740128558	0.30257116620753	4.87805236197548e-06	1	1
0.1072	0.431129476584022	0.30257116620753	3.70869218385984e-06	1	1
0.1054	0.440312213039486	0.30257116620753	2.76477095553129e-06	1	1
0.1036	0.44949494949495	0.30257116620753	2.00431782487632e-06	1	1
0.1018	0.458677685950413	0.30257116620753	1.40271184501429e-06	1	1
0.1018	0.467860422405877	0.30257116620753	9.41952242862384e-07	1	1
0.1018	0.477043158861341	0.30257116620753	6.04140508979053e-07	1	1
0.1	0.486225895316804	0.30257116620753	3.68967472462949e-07	1	1
0.1	0.495408631772268	0.30257116620753	2.14303410814311e-07	1	1
0.1	0.504591368227732	0.30257116620753	1.18434870092452e-07	1	1
0.1	0.513774104683196	0.30257116620753	6.24109546326362e-08	1	1
0.1	0.522956841138659	0.30257116620753	3.14636892286648e-08	1	1
0.1	0.532139577594123	0.30257116620753	1.52313967176917e-08	1	1
