alpha	colour	x	y	group
0.1688	#29567D	0.146464646464646	0.168688095727078	102
0.1688	#29567D	0.247474747474748	0.202595404919555	102
0.1688	#29567D	0.348484848484849	0.262177727874638	102
0.1688	#29567D	0.44949494949495	0.272368338154412	102
0.1688	#29567D	0.550505050505051	0.303763855288549	102
0.1688	#29567D	0.651515151515152	0.350372278910058	102
0.1688	#29567D	0.752525252525253	0.385459462733521	102
0.1688	#29567D	0.853535353535354	0.442803825089535	102
0.1688	#29567D	0.954545454545455	0.482866610363409	102
0.1372	#244D71	0.0454545454545455	0.0960430595299981	103
0.1372	#244D71	0.146464646464646	0.129977399890865	103
0.1372	#244D71	0.247474747474748	0.183195214942044	103
0.1372	#244D71	0.348484848484849	0.203194522732402	103
0.1372	#244D71	0.44949494949495	0.211964068165142	103
0.1372	#244D71	0.550505050505051	0.271488984755246	103
0.1372	#244D71	0.651515151515152	0.315876415125017	103
0.1372	#244D71	0.752525252525253	0.329680406088449	103
0.1372	#244D71	0.853535353535354	0.371348953871268	103
0.1372	#244D71	0.954545454545455	0.430743311441197	103
0.1736	#316693	0.0454545454545455	0.146046207728631	104
0.1736	#316693	0.146464646464646	0.211567051231524	104
0.1736	#316693	0.247474747474748	0.234673055414156	104
0.1736	#316693	0.348484848484849	0.30140341636858	104
0.1736	#316693	0.44949494949495	0.333286245781842	104
0.1736	#316693	0.550505050505051	0.368909917939847	104
0.1736	#316693	0.651515151515152	0.424170817948594	104
0.1736	#316693	0.752525252525253	0.4856237795427	104
0.1736	#316693	0.853535353535354	0.530829716624047	104
0.1736	#316693	0.954545454545455	0.570402236773129	104
0.2556	#336C9A	0.0454545454545455	0.257967094643549	105
0.2556	#336C9A	0.146464646464646	0.28639062705737	105
0.2556	#336C9A	0.247474747474748	0.317903598043269	105
0.2556	#336C9A	0.348484848484849	0.351766541335675	105
0.2556	#336C9A	0.44949494949495	0.39640980004427	105
0.2556	#336C9A	0.550505050505051	0.430175569345596	105
0.2556	#336C9A	0.651515151515152	0.475983803629509	105
0.2556	#336C9A	0.752525252525253	0.512623797199636	105
0.2556	#336C9A	0.853535353535354	0.534762822888077	105
0.2556	#336C9A	0.954545454545455	0.60004802597063	105
0.158	#2A5982	0.0454545454545455	0.124719457357589	106
0.158	#2A5982	0.146464646464646	0.178500713981016	106
0.158	#2A5982	0.247474747474748	0.223122479226638	106
0.158	#2A5982	0.348484848484849	0.26683100120788	106
0.158	#2A5982	0.44949494949495	0.289597275489578	106
0.158	#2A5982	0.550505050505051	0.347928903836097	106
0.158	#2A5982	0.651515151515152	0.410192132001844	106
0.158	#2A5982	0.752525252525253	0.422884036811971	106
0.158	#2A5982	0.853535353535354	0.455056077223228	106
0.158	#2A5982	0.954545454545455	0.500021993310635	106
0.1664	#1F4464	0.0454545454545455	0.136040791434661	107
0.1664	#1F4464	0.146464646464646	0.160844459539895	107
0.1664	#1F4464	0.247474747474748	0.183629739196588	107
0.1664	#1F4464	0.348484848484849	0.213135551524012	107
0.1664	#1F4464	0.44949494949495	0.237151948846117	107
0.1664	#1F4464	0.550505050505051	0.272891760624741	107
0.1664	#1F4464	0.651515151515152	0.289733330682227	107
0.1664	#1F4464	0.752525252525253	0.322222072165181	107
0.1664	#1F4464	0.853535353535354	0.350092409376584	107
0.1664	#1F4464	0.954545454545455	0.376277468355156	107
0.1344	#3875A7	0.0454545454545455	0.092312687464255	108
0.1344	#3875A7	0.146464646464646	0.147607325660518	108
0.1344	#3875A7	0.247474747474748	0.227294842793318	108
0.1344	#3875A7	0.348484848484849	0.271469475338447	108
0.1344	#3875A7	0.44949494949495	0.329449848494316	108
0.1344	#3875A7	0.550505050505051	0.417175517552318	108
0.1344	#3875A7	0.651515151515152	0.466577798424933	108
0.1344	#3875A7	0.752525252525253	0.528772225504694	108
0.1344	#3875A7	0.853535353535354	0.579245748186637	108
0.1344	#3875A7	0.954545454545455	0.650946913930601	108
0.1224	#193854	0.0454545454545455	0.07589014812245	109
0.1224	#193854	0.146464646464646	0.107404776570133	109
0.1224	#193854	0.247474747474748	0.121360187765709	109
0.1224	#193854	0.348484848484849	0.152391572387024	109
0.1224	#193854	0.44949494949495	0.148110956111627	109
0.1224	#193854	0.550505050505051	0.191377427320146	109
0.1224	#193854	0.651515151515152	0.231407184616754	109
0.1224	#193854	0.752525252525253	0.240368474926854	109
0.1224	#193854	0.853535353535354	0.276731314836572	109
0.1224	#193854	0.954545454545455	0.303598434152153	109
0.1888	#2B5B83	0.0454545454545455	0.167039705792003	110
0.1888	#2B5B83	0.146464646464646	0.218839492110439	110
0.1888	#2B5B83	0.247474747474748	0.259025193934255	110
0.1888	#2B5B83	0.348484848484849	0.282966981497721	110
0.1888	#2B5B83	0.44949494949495	0.34889268975427	110
0.1888	#2B5B83	0.550505050505051	0.368346439569443	110
0.1888	#2B5B83	0.651515151515152	0.404339270647881	110
0.1888	#2B5B83	0.752525252525253	0.435612834118083	110
0.1888	#2B5B83	0.853535353535354	0.457780231359449	110
0.1888	#2B5B83	0.954545454545455	0.506751657509315	110
0.1992	#2D5F89	0.0454545454545455	0.180841879652885	111
0.1992	#2D5F89	0.146464646464646	0.237005866281147	111
0.1992	#2D5F89	0.247474747474748	0.239541791301241	111
0.1992	#2D5F89	0.348484848484849	0.323522495116056	111
0.1992	#2D5F89	0.44949494949495	0.337817260939266	111
0.1992	#2D5F89	0.550505050505051	0.396013071900861	111
0.1992	#2D5F89	0.651515151515152	0.424626256229343	111
0.1992	#2D5F89	0.752525252525253	0.4534025128305	111
0.1992	#2D5F89	0.853535353535354	0.505348193143556	111
0.1992	#2D5F89	0.954545454545455	0.529518913077289	111
0.1704	#2B5B84	0.0454545454545455	0.1414377359651	112
0.1704	#2B5B84	0.146464646464646	0.176137587643218	112
0.1704	#2B5B84	0.247474747474748	0.231636331596963	112
0.1704	#2B5B84	0.348484848484849	0.26579727458797	112
0.1704	#2B5B84	0.44949494949495	0.306865732297531	112
0.1704	#2B5B84	0.550505050505051	0.335694885336824	112
0.1704	#2B5B84	0.651515151515152	0.3868430870756	112
0.1704	#2B5B84	0.752525252525253	0.417881094361064	112
0.1704	#2B5B84	0.853535353535354	0.45661679550112	112
0.1704	#2B5B84	0.954545454545455	0.507988549107264	112
0.2088	#28567D	0.0454545454545455	0.194155981986598	113
0.2088	#28567D	0.146464646464646	0.230643368971809	113
0.2088	#28567D	0.247474747474748	0.25626316335755	113
0.2088	#28567D	0.348484848484849	0.282609800246284	113
0.2088	#28567D	0.44949494949495	0.315738424016688	113
0.2088	#28567D	0.550505050505051	0.339101034357782	113
0.2088	#28567D	0.651515151515152	0.392501404598091	113
0.2088	#28567D	0.752525252525253	0.417481203663399	113
0.2088	#28567D	0.853535353535354	0.458988215412138	113
0.2088	#28567D	0.954545454545455	0.481562137894208	113
0.2224	#316795	0.0454545454545455	0.212662683651999	114
0.2224	#316795	0.146464646464646	0.247288989395855	114
0.2224	#316795	0.247474747474748	0.289948417451425	114
0.2224	#316795	0.348484848484849	0.307881881860999	114
0.2224	#316795	0.44949494949495	0.376314644976872	114
0.2224	#316795	0.550505050505051	0.402012095437137	114
0.2224	#316795	0.651515151515152	0.455414523396682	114
0.2224	#316795	0.752525252525253	0.487775682804499	114
0.2224	#316795	0.853535353535354	0.541322654779807	114
0.2224	#316795	0.954545454545455	0.577555387802384	114
0.2504	#3670A1	0.0454545454545455	0.251313296709272	115
0.2504	#3670A1	0.146464646464646	0.288861838781663	115
0.2504	#3670A1	0.247474747474748	0.341833719204883	115
0.2504	#3670A1	0.348484848484849	0.377500996325243	115
0.2504	#3670A1	0.44949494949495	0.394745416561914	115
0.2504	#3670A1	0.550505050505051	0.454557042446893	115
0.2504	#3670A1	0.651515151515152	0.496571886569221	115
0.2504	#3670A1	0.752525252525253	0.547229269979262	115
0.2504	#3670A1	0.853535353535354	0.576933821299805	115
0.2504	#3670A1	0.954545454545455	0.62584054713723	115
0.1916	#3978AB	0.0454545454545455	0.170598214331179	116
0.1916	#3978AB	0.146464646464646	0.228721467229925	116
0.1916	#3978AB	0.247474747474748	0.277851164786801	116
0.1916	#3978AB	0.348484848484849	0.353231329483393	116
0.1916	#3978AB	0.44949494949495	0.401445145028041	116
0.1916	#3978AB	0.550505050505051	0.445948536492255	116
0.1916	#3978AB	0.651515151515152	0.503672538403268	116
0.1916	#3978AB	0.752525252525253	0.563952839767827	116
0.1916	#3978AB	0.853535353535354	0.617439499307805	116
0.1916	#3978AB	0.954545454545455	0.666232451581118	116
0.1956	#326996	0.0454545454545455	0.176394002398289	117
0.1956	#326996	0.146464646464646	0.238183451892907	117
0.1956	#326996	0.247474747474748	0.265267777895486	117
0.1956	#326996	0.348484848484849	0.340270368981748	117
0.1956	#326996	0.44949494949495	0.352093857683918	117
0.1956	#326996	0.550505050505051	0.417229735834421	117
0.1956	#326996	0.651515151515152	0.435589488465304	117
0.1956	#326996	0.752525252525253	0.490619989819714	117
0.1956	#326996	0.853535353535354	0.549500861454485	117
0.1956	#326996	0.954545454545455	0.584901000306873	117
0.1652	#316895	0.0454545454545455	0.13479691404359	118
0.1652	#316895	0.146464646464646	0.17506573805398	118
0.1652	#316895	0.247474747474748	0.214553242621088	118
0.1652	#316895	0.348484848484849	0.284704803406186	118
0.1652	#316895	0.44949494949495	0.314865073593893	118
0.1652	#316895	0.550505050505051	0.365708470193459	118
0.1652	#316895	0.651515151515152	0.426740537191729	118
0.1652	#316895	0.752525252525253	0.473348605034628	118
0.1652	#316895	0.853535353535354	0.50017947882628	118
0.1652	#316895	0.954545454545455	0.580166051549028	118
0.2036	#2E618C	0.0454545454545455	0.187052872604474	119
0.2036	#2E618C	0.146464646464646	0.23782752716617	119
0.2036	#2E618C	0.247474747474748	0.265172668569999	119
0.2036	#2E618C	0.348484848484849	0.309034491356307	119
0.2036	#2E618C	0.44949494949495	0.348363505667843	119
0.2036	#2E618C	0.550505050505051	0.394073372509152	119
0.2036	#2E618C	0.651515151515152	0.424854161082194	119
0.2036	#2E618C	0.752525252525253	0.458884725946736	119
0.2036	#2E618C	0.853535353535354	0.51089082581542	119
0.2036	#2E618C	0.954545454545455	0.540891451321068	119
0.2156	#3672A3	0.0454545454545455	0.203628000888014	120
0.2156	#3672A3	0.146464646464646	0.224350909425241	120
0.2156	#3672A3	0.247474747474748	0.295455402313163	120
0.2156	#3672A3	0.348484848484849	0.339332947346551	120
0.2156	#3672A3	0.44949494949495	0.401854005657622	120
0.2156	#3672A3	0.550505050505051	0.4251365009218	120
0.2156	#3672A3	0.651515151515152	0.486433466079312	120
0.2156	#3672A3	0.752525252525253	0.538965199431886	120
0.2156	#3672A3	0.853535353535354	0.585910428733851	120
0.2156	#3672A3	0.954545454545455	0.633899270821608	120
0.2064	#316793	0.0454545454545455	0.190980206118905	121
0.2064	#316793	0.146464646464646	0.224109582086968	121
0.2064	#316793	0.247474747474748	0.277469820211322	121
0.2064	#316793	0.348484848484849	0.330873445498678	121
0.2064	#316793	0.44949494949495	0.364263926070458	121
0.2064	#316793	0.550505050505051	0.414265507640383	121
0.2064	#316793	0.651515151515152	0.454124265105963	121
0.2064	#316793	0.752525252525253	0.471905328224258	121
0.2064	#316793	0.853535353535354	0.52912105530319	121
0.2064	#316793	0.954545454545455	0.572420226029481	121
0.2072	#28547B	0.0454545454545455	0.191909159967259	122
0.2072	#28547B	0.146464646464646	0.225830808017895	122
0.2072	#28547B	0.247474747474748	0.25337300645554	122
0.2072	#28547B	0.348484848484849	0.293230851174873	122
0.2072	#28547B	0.44949494949495	0.307209946302963	122
0.2072	#28547B	0.550505050505051	0.349521127080966	122
0.2072	#28547B	0.651515151515152	0.375316639581952	122
0.2072	#28547B	0.752525252525253	0.399464495516566	122
0.2072	#28547B	0.853535353535354	0.41930839067527	122
0.2072	#28547B	0.954545454545455	0.470011306037636	122
0.1748	#265277	0.0454545454545455	0.147483050102153	123
0.1748	#265277	0.146464646464646	0.189544377064107	123
0.1748	#265277	0.247474747474748	0.201667136242347	123
0.1748	#265277	0.348484848484849	0.267616976396611	123
0.1748	#265277	0.44949494949495	0.283147358319258	123
0.1748	#265277	0.550505050505051	0.307326777135688	123
0.1748	#265277	0.651515151515152	0.356510278589391	123
0.1748	#265277	0.752525252525253	0.388418916512946	123
0.1748	#265277	0.853535353535354	0.431288049351984	123
0.1748	#265277	0.954545454545455	0.456526303840004	123
0.1932	#3E82B8	0.0454545454545455	0.172904638903708	124
0.1932	#3E82B8	0.146464646464646	0.230961657581079	124
0.1932	#3E82B8	0.247474747474748	0.300840643716018	124
0.1932	#3E82B8	0.348484848484849	0.342116838323714	124
0.1932	#3E82B8	0.44949494949495	0.420342252053824	124
0.1932	#3E82B8	0.550505050505051	0.456897003301159	124
0.1932	#3E82B8	0.651515151515152	0.538066452219692	124
0.1932	#3E82B8	0.752525252525253	0.583357738585021	124
0.1932	#3E82B8	0.853535353535354	0.648422795883279	124
0.1932	#3E82B8	0.954545454545455	0.715843277032435	124
0.2012	#4085BC	0.0454545454545455	0.183867794001678	125
0.2012	#4085BC	0.146464646464646	0.255595534883539	125
0.2012	#4085BC	0.247474747474748	0.325842536564572	125
0.2012	#4085BC	0.348484848484849	0.365781526058341	125
0.2012	#4085BC	0.44949494949495	0.437213004335187	125
0.2012	#4085BC	0.550505050505051	0.49883790037089	125
0.2012	#4085BC	0.651515151515152	0.563821630526444	125
0.2012	#4085BC	0.752525252525253	0.636751122200551	125
0.2012	#4085BC	0.853535353535354	0.677015999963651	125
0.2012	#4085BC	0.954545454545455	0.731806402973094	125
0.25	#2C5E87	0.0454545454545455	0.25073033992913	126
0.25	#2C5E87	0.146464646464646	0.27081098577582	126
0.25	#2C5E87	0.247474747474748	0.294340379810999	126
0.25	#2C5E87	0.348484848484849	0.337840589532962	126
0.25	#2C5E87	0.44949494949495	0.37713646846551	126
0.25	#2C5E87	0.550505050505051	0.386082055651365	126
0.25	#2C5E87	0.651515151515152	0.428704732776661	126
0.25	#2C5E87	0.752525252525253	0.460199093498778	126
0.25	#2C5E87	0.853535353535354	0.475674927822437	126
0.25	#2C5E87	0.954545454545455	0.523015224053746	126
0.2388	#356F9F	0.0454545454545455	0.235109366794207	127
0.2388	#356F9F	0.146464646464646	0.275170688229231	127
0.2388	#356F9F	0.247474747474748	0.327340032571157	127
0.2388	#356F9F	0.348484848484849	0.359136681220651	127
0.2388	#356F9F	0.44949494949495	0.387222219546528	127
0.2388	#356F9F	0.550505050505051	0.4346771978393	127
0.2388	#356F9F	0.651515151515152	0.492403546438662	127
0.2388	#356F9F	0.752525252525253	0.5227382916224	127
0.2388	#356F9F	0.853535353535354	0.55068714316577	127
0.2388	#356F9F	0.954545454545455	0.618634755485694	127
0.1788	#214769	0.0454545454545455	0.15305818082727	128
0.1788	#214769	0.146464646464646	0.163291893857628	128
0.1788	#214769	0.247474747474748	0.209693884056916	128
0.1788	#214769	0.348484848484849	0.25367728437593	128
0.1788	#214769	0.44949494949495	0.263551634279067	128
0.1788	#214769	0.550505050505051	0.30433517904501	128
0.1788	#214769	0.651515151515152	0.335170416812913	128
0.1788	#214769	0.752525252525253	0.34545556446164	128
0.1788	#214769	0.853535353535354	0.369300074455217	128
0.1788	#214769	0.954545454545455	0.394943957164433	128
0.178	#244E72	0.0454545454545455	0.1519196144228	129
0.178	#244E72	0.146464646464646	0.176220764917813	129
0.178	#244E72	0.247474747474748	0.205101799788471	129
0.178	#244E72	0.348484848484849	0.252582149263084	129
0.178	#244E72	0.44949494949495	0.281936375603427	129
0.178	#244E72	0.550505050505051	0.315743364615357	129
0.178	#244E72	0.651515151515152	0.328594255071927	129
0.178	#244E72	0.752525252525253	0.375888488747051	129
0.178	#244E72	0.853535353535354	0.415783992615967	129
0.178	#244E72	0.954545454545455	0.435409487658539	129
0.2224	#2C5E88	0.0454545454545455	0.212863510034987	130
0.2224	#2C5E88	0.146464646464646	0.246815033187166	130
0.2224	#2C5E88	0.247474747474748	0.28574276254304	130
0.2224	#2C5E88	0.348484848484849	0.319902693266669	130
0.2224	#2C5E88	0.44949494949495	0.342268116964973	130
0.2224	#2C5E88	0.550505050505051	0.399829504434884	130
0.2224	#2C5E88	0.651515151515152	0.43724670808119	130
0.2224	#2C5E88	0.752525252525253	0.464195708786403	130
0.2224	#2C5E88	0.853535353535354	0.494759462069519	130
0.2224	#2C5E88	0.954545454545455	0.525026817769239	130
0.142	#234C6F	0.0454545454545455	0.102642674228839	131
0.142	#234C6F	0.146464646464646	0.140746257164451	131
0.142	#234C6F	0.247474747474748	0.180456586326306	131
0.142	#234C6F	0.348484848484849	0.206524662252585	131
0.142	#234C6F	0.44949494949495	0.248858794264779	131
0.142	#234C6F	0.550505050505051	0.272890150132184	131
0.142	#234C6F	0.651515151515152	0.336036907651331	131
0.142	#234C6F	0.752525252525253	0.348618807500607	131
0.142	#234C6F	0.853535353535354	0.389871615527958	131
0.142	#234C6F	0.954545454545455	0.422073483917768	131
0.188	#3E81B7	0.0454545454545455	0.165717376063231	132
0.188	#3E81B7	0.146464646464646	0.212936831068904	132
0.188	#3E81B7	0.247474747474748	0.298414744405969	132
0.188	#3E81B7	0.348484848484849	0.358054983435798	132
0.188	#3E81B7	0.44949494949495	0.410861107975148	132
0.188	#3E81B7	0.550505050505051	0.456672087128085	132
0.188	#3E81B7	0.651515151515152	0.544215527265603	132
0.188	#3E81B7	0.752525252525253	0.589973467519849	132
0.188	#3E81B7	0.853535353535354	0.640470798721334	132
0.188	#3E81B7	0.954545454545455	0.713258610300042	132
0.1716	#193754	0.0454545454545455	0.143588984988789	133
0.1716	#193754	0.146464646464646	0.164261349194917	133
0.1716	#193754	0.247474747474748	0.189943801750268	133
0.1716	#193754	0.348484848484849	0.20287724426444	133
0.1716	#193754	0.44949494949495	0.214886788480414	133
0.1716	#193754	0.550505050505051	0.216111878121267	133
0.1716	#193754	0.651515151515152	0.249354792501965	133
0.1716	#193754	0.752525252525253	0.272479896170894	133
0.1716	#193754	0.853535353535354	0.278578003073707	133
0.1716	#193754	0.954545454545455	0.302059090272446	133
0.168	#1C3C5B	0.0454545454545455	0.138175904345405	134
0.168	#1C3C5B	0.146464646464646	0.176006158777189	134
0.168	#1C3C5B	0.247474747474748	0.184238308161355	134
0.168	#1C3C5B	0.348484848484849	0.189080343766956	134
0.168	#1C3C5B	0.44949494949495	0.244146446487255	134
0.168	#1C3C5B	0.550505050505051	0.26646701140993	134
0.168	#1C3C5B	0.651515151515152	0.291061445378075	134
0.168	#1C3C5B	0.752525252525253	0.28384829976061	134
0.168	#1C3C5B	0.853535353535354	0.317737357039244	134
0.168	#1C3C5B	0.954545454545455	0.333366378113723	134
0.1928	#29577E	0.0454545454545455	0.172079785474332	135
0.1928	#29577E	0.146464646464646	0.19033254765775	135
0.1928	#29577E	0.247474747474748	0.239303138401662	135
0.1928	#29577E	0.348484848484849	0.273917502580493	135
0.1928	#29577E	0.44949494949495	0.301533768372737	135
0.1928	#29577E	0.550505050505051	0.337926564508086	135
0.1928	#29577E	0.651515151515152	0.388494145779559	135
0.1928	#29577E	0.752525252525253	0.406070031905064	135
0.1928	#29577E	0.853535353535354	0.43697566742414	135
0.1928	#29577E	0.954545454545455	0.486593151939451	135
0.2112	#306490	0.0454545454545455	0.197343013853378	136
0.2112	#306490	0.146464646464646	0.234982056753625	136
0.2112	#306490	0.247474747474748	0.273851753602488	136
0.2112	#306490	0.348484848484849	0.301213611128957	136
0.2112	#306490	0.44949494949495	0.356717753801358	136
0.2112	#306490	0.550505050505051	0.378427258847328	136
0.2112	#306490	0.651515151515152	0.437699714548499	136
0.2112	#306490	0.752525252525253	0.47199051835718	136
0.2112	#306490	0.853535353535354	0.530511791247564	136
0.2112	#306490	0.954545454545455	0.560453405572135	136
0.1972	#2A5880	0.0454545454545455	0.178253368980192	137
0.1972	#2A5880	0.146464646464646	0.207158544503386	137
0.1972	#2A5880	0.247474747474748	0.254313830522856	137
0.1972	#2A5880	0.348484848484849	0.280181566987657	137
0.1972	#2A5880	0.44949494949495	0.311975044348709	137
0.1972	#2A5880	0.550505050505051	0.34571560201715	137
0.1972	#2A5880	0.651515151515152	0.382947266300181	137
0.1972	#2A5880	0.752525252525253	0.422178788436448	137
0.1972	#2A5880	0.853535353535354	0.448632408782166	137
0.1972	#2A5880	0.954545454545455	0.492727113666043	137
0.2024	#356E9E	0.0454545454545455	0.185557223364718	138
0.2024	#356E9E	0.146464646464646	0.240550025938603	138
0.2024	#356E9E	0.247474747474748	0.289937807003027	138
0.2024	#356E9E	0.348484848484849	0.335622271779623	138
0.2024	#356E9E	0.44949494949495	0.385729759031252	138
0.2024	#356E9E	0.550505050505051	0.433229529419515	138
0.2024	#356E9E	0.651515151515152	0.490137692508685	138
0.2024	#356E9E	0.752525252525253	0.551646252898453	138
0.2024	#356E9E	0.853535353535354	0.573973501207172	138
0.2024	#356E9E	0.954545454545455	0.614654651304094	138
0.188	#224A6D	0.0454545454545455	0.165595700218218	139
0.188	#224A6D	0.146464646464646	0.185172137639774	139
0.188	#224A6D	0.247474747474748	0.20855196310311	139
0.188	#224A6D	0.348484848484849	0.230753876976492	139
0.188	#224A6D	0.44949494949495	0.277559014812565	139
0.188	#224A6D	0.550505050505051	0.286727903600966	139
0.188	#224A6D	0.651515151515152	0.318885948656682	139
0.188	#224A6D	0.752525252525253	0.350030257912812	139
0.188	#224A6D	0.853535353535354	0.372641320977294	139
0.188	#224A6D	0.954545454545455	0.411626819621911	139
0.1796	#2D608A	0.0454545454545455	0.154520305683577	140
0.1796	#2D608A	0.146464646464646	0.182666352713883	140
0.1796	#2D608A	0.247474747474748	0.235109642968113	140
0.1796	#2D608A	0.348484848484849	0.291942619334875	140
0.1796	#2D608A	0.44949494949495	0.321527366617376	140
0.1796	#2D608A	0.550505050505051	0.347932481352693	140
0.1796	#2D608A	0.651515151515152	0.411833444401136	140
0.1796	#2D608A	0.752525252525253	0.463005787423119	140
0.1796	#2D608A	0.853535353535354	0.513176613762751	140
0.1796	#2D608A	0.954545454545455	0.535186269127403	140
0.21	#3F84BA	0.0454545454545455	0.195598223685719	141
0.21	#3F84BA	0.146464646464646	0.23730731303866	141
0.21	#3F84BA	0.247474747474748	0.30121648142233	141
0.21	#3F84BA	0.348484848484849	0.372138137375473	141
0.21	#3F84BA	0.44949494949495	0.416002673690826	141
0.21	#3F84BA	0.550505050505051	0.483511314441546	141
0.21	#3F84BA	0.651515151515152	0.521034541045553	141
0.21	#3F84BA	0.752525252525253	0.585647633788796	141
0.21	#3F84BA	0.853535353535354	0.631523264821543	141
0.21	#3F84BA	0.954545454545455	0.726594946458896	141
0.2168	#3C7EB3	0.0454545454545455	0.2048939685447	142
0.2168	#3C7EB3	0.146464646464646	0.251574602945595	142
0.2168	#3C7EB3	0.247474747474748	0.305773484911874	142
0.2168	#3C7EB3	0.348484848484849	0.362259301051689	142
0.2168	#3C7EB3	0.44949494949495	0.420257238187339	142
0.2168	#3C7EB3	0.550505050505051	0.47847741675949	142
0.2168	#3C7EB3	0.651515151515152	0.544055146271415	142
0.2168	#3C7EB3	0.752525252525253	0.590702906586551	142
0.2168	#3C7EB3	0.853535353535354	0.639209926431554	142
0.2168	#3C7EB3	0.954545454545455	0.69740910990003	142
0.26	#3876A8	0.0454545454545455	0.264187465195642	143
0.26	#3876A8	0.146464646464646	0.301091743450464	143
0.26	#3876A8	0.247474747474748	0.361204448147816	143
0.26	#3876A8	0.348484848484849	0.387589646230065	143
0.26	#3876A8	0.44949494949495	0.440037838529438	143
0.26	#3876A8	0.550505050505051	0.47867538268843	143
0.26	#3876A8	0.651515151515152	0.526952684774755	143
0.26	#3876A8	0.752525252525253	0.578322254966086	143
0.26	#3876A8	0.853535353535354	0.619434783792886	143
0.26	#3876A8	0.954545454545455	0.655386207369754	143
0.192	#3772A3	0.0454545454545455	0.171153791734607	144
0.192	#3772A3	0.146464646464646	0.21937875888579	144
0.192	#3772A3	0.247474747474748	0.260277113440238	144
0.192	#3772A3	0.348484848484849	0.316983746403164	144
0.192	#3772A3	0.44949494949495	0.368599157873686	144
0.192	#3772A3	0.550505050505051	0.402329191485599	144
0.192	#3772A3	0.651515151515152	0.459994270180317	144
0.192	#3772A3	0.752525252525253	0.53084092890526	144
0.192	#3772A3	0.853535353535354	0.573667256485123	144
0.192	#3772A3	0.954545454545455	0.635186874787034	144
0.2144	#3976A8	0.0454545454545455	0.202017937466043	145
0.2144	#3976A8	0.146464646464646	0.251311310244743	145
0.2144	#3976A8	0.247474747474748	0.31823033753741	145
0.2144	#3976A8	0.348484848484849	0.359399888645567	145
0.2144	#3976A8	0.44949494949495	0.400457014594801	145
0.2144	#3976A8	0.550505050505051	0.456721843092504	145
0.2144	#3976A8	0.651515151515152	0.499001293968366	145
0.2144	#3976A8	0.752525252525253	0.560252911444604	145
0.2144	#3976A8	0.853535353535354	0.594108286595217	145
0.2144	#3976A8	0.954545454545455	0.656842319491106	145
0.1588	#2B5A83	0.0454545454545455	0.125980902078503	146
0.1588	#2B5A83	0.146464646464646	0.207613471522195	146
0.1588	#2B5A83	0.247474747474748	0.239202230363323	146
0.1588	#2B5A83	0.348484848484849	0.271058732415526	146
0.1588	#2B5A83	0.44949494949495	0.313037411880811	146
0.1588	#2B5A83	0.550505050505051	0.339087320410397	146
0.1588	#2B5A83	0.651515151515152	0.395533284888127	146
0.1588	#2B5A83	0.752525252525253	0.430009259329854	146
0.1588	#2B5A83	0.853535353535354	0.464859076863595	146
0.1588	#2B5A83	0.954545454545455	0.505984822916012	146
0.1796	#224A6C	0.0454545454545455	0.154486129803346	147
0.1796	#224A6C	0.146464646464646	0.211882424461068	147
0.1796	#224A6C	0.247474747474748	0.213800049875785	147
0.1796	#224A6C	0.348484848484849	0.257061460583125	147
0.1796	#224A6C	0.44949494949495	0.271396851805865	147
0.1796	#224A6C	0.550505050505051	0.294932853339045	147
0.1796	#224A6C	0.651515151515152	0.338433158206708	147
0.1796	#224A6C	0.752525252525253	0.360358497746487	147
0.1796	#224A6C	0.853535353535354	0.390446401239079	147
0.1796	#224A6C	0.954545454545455	0.410681308450057	147
0.1636	#234A6D	0.0454545454545455	0.132174779527183	148
0.1636	#234A6D	0.146464646464646	0.185812285936263	148
0.1636	#234A6D	0.247474747474748	0.186555047929183	148
0.1636	#234A6D	0.348484848484849	0.247639405407521	148
0.1636	#234A6D	0.44949494949495	0.271868687805377	148
0.1636	#234A6D	0.550505050505051	0.299654420225381	148
0.1636	#234A6D	0.651515151515152	0.331009793758451	148
0.1636	#234A6D	0.752525252525253	0.359714911147694	148
0.1636	#234A6D	0.853535353535354	0.397317966097048	148
0.1636	#234A6D	0.954545454545455	0.414248002469913	148
0.1852	#2A5982	0.0454545454545455	0.161892339303943	149
0.1852	#2A5982	0.146464646464646	0.22316918206071	149
0.1852	#2A5982	0.247474747474748	0.246136390556437	149
0.1852	#2A5982	0.348484848484849	0.265841916352221	149
0.1852	#2A5982	0.44949494949495	0.309772573678026	149
0.1852	#2A5982	0.550505050505051	0.349467395602165	149
0.1852	#2A5982	0.651515151515152	0.382532866461106	149
0.1852	#2A5982	0.752525252525253	0.419622968609385	149
0.1852	#2A5982	0.853535353535354	0.450654063376628	149
0.1852	#2A5982	0.954545454545455	0.499608596896175	149
0.2316	#3B7CB0	0.0454545454545455	0.225291975677712	150
0.2316	#3B7CB0	0.146464646464646	0.284482813130145	150
0.2316	#3B7CB0	0.247474747474748	0.316514335950495	150
0.2316	#3B7CB0	0.348484848484849	0.372007072747121	150
0.2316	#3B7CB0	0.44949494949495	0.437421528765306	150
0.2316	#3B7CB0	0.550505050505051	0.484668137972264	150
0.2316	#3B7CB0	0.651515151515152	0.508941876126886	150
0.2316	#3B7CB0	0.752525252525253	0.598560315141617	150
