alpha	linetype	x	y	group	showSelectedlegendlinetype
0.1872	solid	0.247474747474748	0.249663326063313	46	FALSE
0.1872	solid	0.348484848484849	0.288994045338338	46	FALSE
0.1872	solid	0.44949494949495	0.323295375732247	46	FALSE
0.1872	solid	0.550505050505051	0.358061918148053	46	FALSE
0.1872	solid	0.651515151515152	0.407295857332816	46	FALSE
0.1872	solid	0.752525252525253	0.452694801348237	46	FALSE
0.1872	solid	0.853535353535354	0.516956835565294	46	FALSE
0.1872	solid	0.954545454545455	0.543070902566828	46	FALSE
0.1	solid	0.0454545454545455	0.131846762633828	47	FALSE
0.1	solid	0.146464646464646	0.138226052267739	47	FALSE
0.1	solid	0.247474747474748	0.18402280924978	47	FALSE
0.1	solid	0.348484848484849	0.228927616951451	47	FALSE
0.1	solid	0.44949494949495	0.239689259016299	47	FALSE
0.1	solid	0.550505050505051	0.280553289359557	47	FALSE
0.1	solid	0.651515151515152	0.317359098152236	47	FALSE
0.1	solid	0.752525252525253	0.329310081952224	47	FALSE
0.1	solid	0.853535353535354	0.388912231535836	47	FALSE
0.1	solid	0.954545454545455	0.428727032894668	47	FALSE
0.34	solid	0.0454545454545455	0.1596585437746	48	FALSE
0.34	solid	0.146464646464646	0.237377932666115	48	FALSE
0.34	solid	0.247474747474748	0.261045521203287	48	FALSE
0.34	solid	0.348484848484849	0.353040193885141	48	FALSE
0.34	solid	0.44949494949495	0.415538629714763	48	FALSE
0.34	solid	0.550505050505051	0.487732241688886	48	FALSE
0.34	solid	0.651515151515152	0.57664713738473	48	FALSE
0.34	solid	0.752525252525253	0.60683897562538	48	FALSE
0.34	solid	0.853535353535354	0.706975829058383	48	FALSE
0.34	solid	0.954545454545455	0.743790579862585	48	FALSE
0.3976	solid	0.0454545454545455	0.211614601060182	49	FALSE
0.3976	solid	0.146464646464646	0.266402033364901	49	FALSE
0.3976	solid	0.247474747474748	0.34258217898162	49	FALSE
0.3976	solid	0.348484848484849	0.395605892483435	49	FALSE
0.3976	solid	0.44949494949495	0.475891294907196	49	FALSE
0.3976	solid	0.550505050505051	0.508206664993206	49	FALSE
0.3976	solid	0.651515151515152	0.631996539767197	49	FALSE
0.3976	solid	0.752525252525253	0.685130591563366	49	FALSE
0.3976	solid	0.853535353535354	0.74818823221776	49	FALSE
0.3976	solid	0.954545454545455	0.819465601034186	49	FALSE
